year,cpi
2007-08-01,7.52577301025
2007-09-01,7.690471818
2007-10-01,7.85517062575
2007-11-01,8.0198694335
2007-12-01,8.18456824125
2008-01-01,8.349267049
2008-02-01,8.560357539916666
2008-03-01,8.771448030833334
2008-04-01,8.98253852175
2008-05-01,9.193629012666667
2008-06-01,9.404719503583333
2008-07-01,9.615809994500001
2008-08-01,9.826900485416667
2008-09-01,10.037990976333333
2008-10-01,10.24908146725
2008-11-01,10.460171958166667
2008-12-01,10.671262449083335
2009-01-01,10.88235294
2009-02-01,10.974606021666666
2009-03-01,11.066859103333334
2009-04-01,11.159112185000001
2009-05-01,11.251365266666667
2009-06-01,11.343618348333333
2009-07-01,11.43587143
2009-08-01,11.528124511666668
2009-09-01,11.620377593333334
2009-10-01,11.712630675
2009-11-01,11.804883756666667
2009-12-01,11.897136838333335
2010-01-01,11.98938992
2010-02-01,11.7284708405
2010-03-01,11.467551761000001
2010-04-01,11.2066326815
2010-05-01,10.945713602
2010-06-01,10.6847945225
2010-07-01,10.423875443
2010-08-01,10.1629563635
2010-09-01,9.902037284
2010-10-01,9.6411182045
2010-11-01,9.380199125
2010-12-01,9.1192800455
2011-01-01,8.858360966
2011-02-01,8.896201352583333
2011-03-01,8.934041739166666
2011-04-01,8.97188212575
2011-05-01,9.009722512333333
2011-06-01,9.047562898916667
2011-07-01,9.0854032855
2011-08-01,9.123243672083333
2011-09-01,9.161084058666667
2011-10-01,9.19892444525
2011-11-01,9.236764831833334
2011-12-01,9.274605218416667
2012-01-01,9.312445605
2012-02-01,9.458381369583334
2012-03-01,9.604317134166667
2012-04-01,9.75025289875
2012-05-01,9.896188663333334
2012-06-01,10.042124427916667
2012-07-01,10.1880601925
2012-08-01,10.333995957083333
2012-09-01,10.479931721666667
2012-10-01,10.62586748625
2012-11-01,10.771803250833333
2012-12-01,10.917739015416666
2013-01-01,11.06367478
2013-02-01,10.695826894249999
2013-03-01,10.3279790085
2013-04-01,9.96013112275
2013-05-01,9.592283237
2013-06-01,9.22443535125
2013-07-01,8.856587465499999
2013-08-01,8.48873957975
2013-09-01,8.120891693999999
2013-10-01,7.75304380825
2013-11-01,7.3851959224999995
2013-12-01,7.01734803675
2014-01-01,6.649500151
2014-02-01,6.504289591833333
2014-03-01,6.359079032666666
2014-04-01,6.2138684735
2014-05-01,6.0686579143333335
2014-06-01,5.923447355166666
2014-07-01,5.778236796
2014-08-01,5.633026236833333
2014-09-01,5.487815677666666
2014-10-01,5.3426051185
2014-11-01,5.197394559333333
2014-12-01,5.052184000166666
2015-01-01,4.906973441
2015-02-01,4.9104103493333335
2015-03-01,4.913847257666666
2015-04-01,4.917284166
2015-05-01,4.920721074333334
2015-06-01,4.924157982666666
2015-07-01,4.927594891
2015-08-01,4.931031799333334
2015-09-01,4.9344687076666665
2015-10-01,4.937905616
2015-11-01,4.941342524333334
2015-12-01,4.9447794326666665
2016-01-01,4.948216341
2016-02-01,4.8132127605
2016-03-01,4.6782091800000005
2016-04-01,4.5432055995
2016-05-01,4.408202019
2016-06-01,4.2731984385
2016-07-01,4.138194858
2016-08-01,4.0031912775
2016-09-01,3.8681876969999998
2016-10-01,3.7331841165
2016-11-01,3.598180536
2016-12-01,3.4631769555
2017-01-01,3.328173375
2017-02-01,3.37958131575
2017-03-01,3.4309892565
2017-04-01,3.48239719725
2017-05-01,3.533805138
2017-06-01,3.58521307875
2017-07-01,3.6366210194999997
2017-08-01,3.68802896025
2017-09-01,3.739436901
2017-10-01,3.79084484175
2017-11-01,3.8422527825
2017-12-01,3.89366072325
2018-01-01,3.945068664
2018-02-01,3.9265859822499998
2018-03-01,3.9081033004999997
2018-04-01,3.88962061875
2018-05-01,3.871137937
2018-06-01,3.8526552552499997
2018-07-01,3.8341725735
2018-08-01,3.81568989175
2018-09-01,3.79720721
2018-10-01,3.7787245282499997
2018-11-01,3.7602418464999996
2018-12-01,3.74175916475
2019-01-01,3.723276483
2019-02-01,3.9649565074166664
2019-03-01,4.206636531833333
2019-04-01,4.44831655625
2019-05-01,4.689996580666667
2019-06-01,4.931676605083333
2019-07-01,5.1733566295
2019-08-01,5.415036653916667
2019-09-01,5.656716678333334
2019-10-01,5.89839670275
2019-11-01,6.140076727166667
2019-12-01,6.3817567515833336
2020-01-01,6.623436776
